show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s116,Movie,When Darknesss Fall,Anya Volkov,"Soo-Jin Park, Nina Petrova, Yuki Sato, Lucas Andersson",Mexico,"July 29, 2022",2022,PG,89 min,"International Movies, Children & Family Movies, Horror Movies","Following a devastating loss, a retired agent travels to confront unfinished business."
s117,Movie,Road in the Strange Star,Mei Lin,"Nadia Ali, Soo-Jin Park, Emma Rodriguez","United States, Colombia","January 26, 2017",2016,TV-MA,109 min,"Children & Family Movies, Comedies, Documentaries",Courage is tested when the stakes are raised in this touching drama.
s118,Movie,The Voice Diaries,,"Rosa Fernandez, Chris O'Malley, Aisha Johnson, Gabriel Torres",Australia,"February 16, 2020",2020,PG-13,76 min,International Movies,"When a family reunion reveals hidden truths, estranged siblings must rebuild their lives."
s119,TV Show,A Burning Wind,Sanjay Gupta,"Amara Williams, Gabriel Torres, Anika Das",India,"December 26, 2021",2007,TV-14,4 Seasons,"International TV Shows, TV Dramas, TV Comedies",This award-winning series explores the weight of tradition.
s120,Movie,Flame of Dreams,David Kim,"Liam Nakamura, Emma Rodriguez, Nina Petrova",India,"October 24, 2018",2017,R,70 min,"International Movies, Action & Adventure",Friendship is tested when the stakes are raised in this poignant drama.
s121,Movie,Northern Dream City,,"Nathaniel Foster, Karin Eriksson, Thomas Fischer",United States,"September 24, 2021",2018,TV-PG,150 min,"Sci-Fi & Fantasy, Children & Family Movies",This thought-provoking film chronicles the cost of ambition.
s122,Movie,Pale Waters,,"Arjun Singh, Chris O'Malley, David Okafor, Samuel Obi",Argentina,"September 9, 2020",2020,PG-13,70 min,"International Movies, Documentaries","In a quiet suburb, a misunderstood loner embarks on a journey of self-discovery."
s123,Movie,Project River,,"Mei Chen, Yumiko Hayashi",Indonesia,"November 1, 2019",2019,R,116 min,"Stand-Up Comedy, International Movies",A determined detective discovers a mysterious past in this intense film.
s124,Movie,When Truths Fall,Tariq Mahmoud,"Pierre Lefevre, David Okafor, Yuki Sato, Raul Castillo",South Korea,"January 22, 2022",2020,PG,78 min,"International Movies, Dramas, Stand-Up Comedy","When a family reunion brings old wounds to light, estranged siblings must fight for survival."
s125,TV Show,Urban,,"Yuki Sato, Mei Chen, Thomas Fischer",United States,"July 31, 2020",2018,TV-14,1 Season,"TV Comedies, Reality TV","Haunted by the past, a single parent arrives in confront unfinished business."
s126,Movie,Lost Souls,Raj Patel,"Priya Desai, Yuki Sato",United States,"June 14, 2022",2022,TV-MA,131 min,"Dramas, Anime Features",This thought-provoking film delves into the weight of tradition.
s127,Movie,Savage Waters,,"Mei Chen, Zainab Osman, Nadia Ali, Anya Sokolova",France,"November 4, 2015",2013,TV-14,138 min,"International Movies, Documentaries",This award-winning film explores the pursuit of dreams.
s128,Movie,Spirit in the Iron Thunder,Nathaniel Brooks,"Deepika Iyer, Carlos Gutierrez, Zara Khan, Soo-Jin Park, Antonio Perez",United States,"June 15, 2018",2016,TV-MA,78 min,"Anime Features, Children & Family Movies",Loyalty is tested when worlds collide in this darkly comic drama.
s129,Movie,Operation Lost Mountain,Priya Sharma,"Thomas Fischer, Liam Nakamura, Marco Bianchi",United States,"April 25, 2020",2020,TV-MA,127 min,"International Movies, Children & Family Movies","When a family reunion forces difficult choices, unlikely allies must fight for survival."
s130,Movie,Beyond the Door,Stefan Mueller,"Isabella Santos, Isabelle Martin, William Chen",France,"February 7, 2021",2018,R,84 min,"International Movies, Documentaries, Thrillers",A brilliant teacher struggles with a life-changing opportunity in this riveting film.
s131,Movie,The Fallen Sun,Takeshi Yamamoto,"Lucas Andersson, Raj Mehta",South Korea,"October 1, 2022",2022,TV-14,98 min,"International Movies, Stand-Up Comedy",Courage is tested when danger strikes in this darkly comic drama.
s132,TV Show,Fire in the Silver Dream,Priya Sharma,"Clara Weber, Marco Bianchi",India,"September 24, 2023",2017,TV-MA,1 Season,"Kids' TV, Docuseries, TV Comedies",This visually stunning series chronicles life in a changing world.
s133,TV Show,Deep Rains,Roberto Vega,"Priya Desai, Paulo Oliveira, Emma Rodriguez, David Okafor, Carlos Gutierrez",India,"December 4, 2020",2017,TV-14,6 Seasons,"International TV Shows, TV Dramas","After years abroad, a single parent travels to solve an old mystery."
s134,Movie,Strange,Priya Sharma,"Kenji Mori, Mei Chen, Isabella Santos, Soo-Jin Park, Liam Nakamura","Sweden, Vietnam","August 20, 2023",2011,TV-14,84 min,"Children & Family Movies, Dramas, Action & Adventure",Courage is tested when worlds collide in this touching drama.
s135,TV Show,Spirit,Priya Sharma,"Anya Sokolova, Carlos Gutierrez",India,"December 7, 2018",2016,TV-MA,1 Season,"International TV Shows, Docuseries, TV Dramas",Friendship is tested when secrets surface in this captivating series.
s136,Movie,My Broken Rain,Lena Fischer,"Marco Bianchi, Yuna Lee",South Korea,"January 1, 2021",2020,TV-MA,113 min,International Movies,Love is tested when the stakes are raised in this touching drama.
s137,Movie,Project Rain,Rosa Gutierrez,"Aisha Johnson, Felix Hoffman, Raj Mehta, Helga Braun",United Kingdom,"December 4, 2023",2012,PG-13,124 min,"Documentaries, Anime Features, Stand-Up Comedy","When a strange discovery reveals hidden truths, two strangers must uncover the truth."
s138,Movie,Moon in the Deep Memory,,"Nina Petrova, Layla Hadid",South Korea,"August 19, 2022",2022,R,100 min,"International Movies, Children & Family Movies","Following a devastating loss, a woman escapes to start a new life."
s139,TV Show,Mirror of Memorys,Anya Volkov,"Amara Williams, Thomas Fischer",Brazil,"September 5, 2023",2017,TV-PG,2 Seasons,"International TV Shows, Reality TV",A troubled musician navigates a dark secret in this compelling series.
s140,Movie,Storm,,"David Okafor, Chris O'Malley, Gabriel Torres, Liam Nakamura",India,"September 30, 2020",2018,TV-14,76 min,"International Movies, Sci-Fi & Fantasy",A reluctant detective discovers a mysterious past in this riveting film.
s141,Movie,The Last Village,Takeshi Yamamoto,"Clara Weber, Aisha Johnson, Priya Desai","South Korea, India, Brazil","September 5, 2022",2017,PG-13,93 min,"International Movies, Dramas",This critically acclaimed film examines the complexities of modern love.
s142,TV Show,Beyond the Empire,Lena Fischer,"Hana Yoshida, Lucia Morales, Ravi Kapoor","Colombia, India, United States","August 20, 2021",2020,TV-14,2 Seasons,"Crime TV Shows, Reality TV, Docuseries","When a sudden tragedy reveals hidden truths, a small community must find common ground."
s143,Movie,The House Diaries,Lucas Fernandez,"Raj Mehta, Soo-Jin Park, Priya Desai",United Kingdom,"April 13, 2020",2019,TV-MA,92 min,"International Movies, Stand-Up Comedy, Sci-Fi & Fantasy",A determined doctor must confront a dark secret in this riveting film.
s144,TV Show,Darkness of Paths,Marie Dubois,"Yuki Sato, Kenji Mori, Patrick Murphy",India,"January 10, 2016",2016,TV-14,1 Season,"Kids' TV, Crime TV Shows, Korean TV Shows",A reluctant lawyer struggles with a mysterious past in this intense series.
s145,TV Show,A Silver Star,,"Yumiko Hayashi, Astrid Nilsen, Hana Yoshida","South Korea, India, Japan","January 10, 2021",2019,TV-14,1 Season,"Korean TV Shows, TV Comedies, TV Dramas",This visually stunning series explores the cost of ambition.
s146,TV Show,The Last House,James Chen,"Aisha Johnson, Adaeze Nwosu, Ryan O'Connor",United States,"February 27, 2019",2018,TV-MA,2 Seasons,"TV Comedies, TV Dramas",A troubled detective must confront a dark secret in this riveting series.
s147,Movie,Sun in the Fierce Wind,Simone Bianchi,"Nina Petrova, Henrik Larsen, Nadia Ali",United Kingdom,"September 21, 2020",2013,PG-13,114 min,"Dramas, Horror Movies, Comedies",Courage is tested when worlds collide in this captivating drama.
s148,Movie,Operation Silent Door,Sofia Alvarez,"Yuki Sato, Gabriel Torres, Chris O'Malley, Carmen Vega, Thomas Fischer",United States,"January 28, 2019",2017,R,70 min,"Action & Adventure, Documentaries, Romantic Movies",Friendship is tested when worlds collide in this touching drama.
s149,Movie,Ocean Sky,Amara Okafor,"Alejandro Reyes, Hana Yoshida, Soo-Jin Park",United States,"January 17, 2017",2016,TV-14,70 min,"Action & Adventure, Stand-Up Comedy","When a chance encounter reveals hidden truths, two strangers must fight for survival."
s150,TV Show,Road River,Rafael Torres,"Priya Desai, Emma Rodriguez, Stefan Richter, Marcus Campbell",United Kingdom,"April 24, 2022",2011,TV-14,1 Season,"TV Comedies, Reality TV",Love is tested when danger strikes in this darkly comic series.
s151,TV Show,Wild Fires,Takeshi Yamamoto,"Emeka Eze, Zara Khan",India,"December 10, 2022",2022,TV-MA,2 Seasons,"Kids' TV, Crime TV Shows","When a strange discovery reveals hidden truths, unlikely allies must rebuild their lives."
s152,Movie,My Lonely Garden,Ingrid Larsson,"Ravi Kapoor, Emma Rodriguez","Spain, United States, United Kingdom","July 22, 2023",2023,PG,117 min,"Children & Family Movies, International Movies, Dramas","In a bustling city, a misunderstood loner leads a dangerous mission."
s153,TV Show,A Frozen Soul,Roberto Vega,"Priya Desai, Isabella Santos","India, Brazil","January 1, 2022",2018,TV-MA,1 Season,"International TV Shows, Reality TV, Korean TV Shows",A determined musician discovers a life-changing opportunity in this heartfelt series.
s154,Movie,Heart of Roads,Eva Lindqvist,"Soo-Jin Park, Yuki Sato, Amara Williams, Priya Desai, Chris O'Malley",Colombia,"August 7, 2020",2018,TV-MA,112 min,"International Movies, Anime Features","In a prestigious academy, a curious outsider leads a journey of self-discovery."
s155,TV Show,Northern,Carlos Mendez,"Kenji Mori, Anya Sokolova",France,"September 6, 2020",2018,TV-PG,1 Season,"International TV Shows, Korean TV Shows",This award-winning series examines the bonds of family.
s156,Movie,The Ocean Diaries,Lucas Fernandez,"Liam Nakamura, Anya Sokolova, Michael Adeyemi, Zara Khan, Alejandro Reyes",United States,"January 6, 2021",2021,TV-14,112 min,Stand-Up Comedy,Love is tested when the stakes are raised in this darkly comic drama.
s157,TV Show,Fallen,Amara Okafor,"Fatima Hassan, David Okafor, Thomas Fischer, Karin Eriksson, Jamal Washington",Belgium,"August 29, 2022",2022,TV-MA,2 Seasons,"International TV Shows, Crime TV Shows, Docuseries","In a futuristic world, a former champion is thrust into a journey of self-discovery."
s158,Movie,Deserts and Winds,James Chen,"Hana Yoshida, Camila Rojas",India,"December 24, 2019",2008,TV-MA,99 min,"International Movies, Documentaries, Romantic Movies","When an old letter upends everything, a small community must face their fears."
s159,TV Show,A Sweet Desert,Sofia Alvarez,"Anika Das, Liam Nakamura, Chiara Colombo, Yuna Lee",India,"November 25, 2019",2018,TV-MA,3 Seasons,"Kids' TV, International TV Shows","In a futuristic world, an unlikely hero is thrust into an adventure of a lifetime."
s160,Movie,Broken,,"Diego Cruz, Marco Bianchi, Chiara Colombo",South Korea,"October 13, 2023",2012,PG-13,112 min,"International Movies, Horror Movies","When a sudden tragedy brings old wounds to light, a small community must rebuild their lives."
s161,TV Show,Endless,,"Amina Traore, Yuki Sato, Aisha Johnson, Isabella Santos, Sanjay Patel",Japan,"March 30, 2023",2021,TV-MA,2 Seasons,"International TV Shows, TV Comedies",This award-winning series chronicles the cost of ambition.
s162,Movie,Desert of Minds,Michael Okonkwo,"Samuel Obi, Fatima Hassan",South Korea,"July 6, 2022",2021,PG-13,120 min,"Horror Movies, Sci-Fi & Fantasy","In a futuristic world, a former champion embarks on a dangerous mission."
s163,Movie,My Restless Memory,Aiko Nakamura,"Yoko Tanaka, Emma Rodriguez",Germany,"September 29, 2019",2018,TV-MA,125 min,"International Movies, Children & Family Movies, Stand-Up Comedy",A troubled chef is drawn into an unexpected truth in this compelling film.
s164,TV Show,When Nights Fall,Zara Ahmed,"Omar Diallo, Michael Adeyemi, Elena Popova, Amara Williams","Nigeria, United Kingdom","February 22, 2020",2018,TV-14,1 Season,Reality TV,"Armed with a dangerous secret, a single parent escapes to start a new life."
s165,Movie,Beyond the River,Rosa Gutierrez,"Sophie Laurent, Kenji Mori",United States,"December 1, 2019",2019,PG-13,123 min,Sci-Fi & Fantasy,"In a prestigious academy, a former champion embarks on a quest for justice."
s166,Movie,Light Desert,Marie Dubois,"Emma Rodriguez, Chloe Dubois",United Kingdom,"January 3, 2017",2017,TV-MA,103 min,Action & Adventure,"After years abroad, a woman arrives in seek redemption."
s167,TV Show,Wild Waters,Raj Patel,"Chris O'Malley, Marco Bianchi",France,"April 19, 2021",2020,TV-PG,1 Season,TV Comedies,This emotionally charged series explores the pursuit of dreams.
s168,Movie,The Song Diaries,Ingrid Larsson,"Grace Mensah, Soo-Jin Park, Emma Rodriguez",United Kingdom,"January 9, 2022",2021,TV-MA,76 min,"Anime Features, International Movies","After years abroad, a teenager travels to start a new life."
s169,Movie,Beyond the Dream,Amara Okafor,"Fatima Hassan, Omar Diallo, Liam Nakamura, Carlos Gutierrez, Stefan Richter",United States,"December 5, 2022",2020,TV-PG,129 min,"Action & Adventure, Dramas","After years abroad, a retired agent returns home to protect loved ones."
s170,Movie,Rising Flame Earth,Victor Popov,"Rosa Fernandez, Ji-Hye Kim, Omar Diallo",Thailand,"September 1, 2019",2017,TV-MA,81 min,"Comedies, Dramas",This critically acclaimed film sheds light on the weight of tradition.
s171,Movie,The Velvet Heart,Ravi Kapoor,"Paulo Oliveira, Layla Hadid","Nigeria, United States","May 19, 2022",2021,PG,97 min,"Children & Family Movies, Stand-Up Comedy","In a bustling city, an unlikely hero is thrust into a dangerous mission."
s172,Movie,Silent Hearts,Hana Park,"Fatima Hassan, Zara Khan, Amara Williams, Amelia Wright",United States,"October 4, 2023",2022,PG-13,124 min,"Action & Adventure, Sci-Fi & Fantasy, Romantic Movies",A troubled musician navigates a life-changing opportunity in this riveting film.
s173,Movie,The Fallen Forest,Alejandro Cruz,"Kenji Mori, Yuki Sato",China,"February 18, 2017",2014,PG-13,135 min,"International Movies, Comedies","Armed with a dangerous secret, a single parent arrives in confront unfinished business."
s174,Movie,Light House,Ji-Yeon Lee,"Aisha Johnson, Soo-Jin Park, Ji-Hye Kim","South Korea, United Kingdom, United States","November 5, 2016",2016,TV-PG,95 min,"Children & Family Movies, Comedies","In a war-torn country, a former champion leads a dangerous mission."
s175,Movie,Year in the Ancient Dream,Lucas Fernandez,"Soo-Jin Park, David Okafor, Carmen Vega","India, United States","September 15, 2017",2015,TV-MA,86 min,"Action & Adventure, Anime Features","Armed with a dangerous secret, a woman travels to seek redemption."
s176,TV Show,Rising Deserts,Raj Patel,"Liam Nakamura, Soo-Jin Park, Vikram Sharma, Tomas Novotny",India,"May 15, 2022",2021,TV-MA,1 Season,"Kids' TV, Korean TV Shows","After years abroad, a woman escapes to confront unfinished business."
s177,TV Show,Eternal Rivers,,"Stefan Richter, Aisha Johnson",United States,"June 12, 2017",2017,TV-14,1 Season,"Crime TV Shows, TV Dramas, Reality TV","When an old letter reveals hidden truths, a group of friends must uncover the truth."
s178,TV Show,The Last Spirit,Raj Patel,"Liam Nakamura, Ivan Petrov, Soo-Jin Park",France,"September 17, 2023",2016,TV-PG,5 Seasons,"Docuseries, Kids' TV","In a futuristic world, an unlikely hero reluctantly joins an adventure of a lifetime."
s179,Movie,Gardens and Kingdoms,,"Roberto Mendez, Kenji Mori, Sophie Laurent, Christopher Lee, Sarah Mitchell",United Kingdom,"July 1, 2020",2018,R,148 min,"Children & Family Movies, Stand-Up Comedy","Haunted by the past, a retired agent returns home to confront unfinished business."
s180,TV Show,The Last Thunder,Yuki Tanaka,"Kenji Mori, Priya Desai, Patrick Murphy","Mexico, France, South Korea","December 7, 2022",2022,TV-14,2 Seasons,"International TV Shows, Reality TV","Following a devastating loss, a man escapes to confront unfinished business."
s181,Movie,Oceans and Oceans,Ingrid Larsson,"Marco Bianchi, Priya Desai, Eva Lindberg, Aisha Johnson, Amara Williams",Italy,"January 4, 2022",2021,TV-MA,162 min,"International Movies, Anime Features",Ambition is tested when the stakes are raised in this suspenseful drama.
